"GEREG","TELFS2","UNEMPLOYRATE","TEAGE","PEEDUCA","PEMARITL","PTDTRACE","CHILD","TESEX","SEASON","STATE","WEEKDAY"
2,"Not in the labor force",4,60,"High School Degree","Not Married","White",0,"female","Summer","Michigan",1
1,"Employed",3.9,43,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Rhode Island",0
1,"Employed",4.2,51,"High School Degree","Married","White",0,"male","Summer","Pennsylvania",0
1,"Employed",4.2,54,"High School Degree","Married","White",0,"male","Summer","Pennsylvania",0
3,"Employed",3.3,48,"Bachelor/Master's and above","Married","White",1,"male","Summer","South Carolina",1
2,"Employed",4.5,48,"Bachelor/Master's and above","Married","White",1,"male","Summer","Ohio",1
3,"Employed",3.5,40,"Less than High School","Married","Hispanic",0,"male","Summer","Florida",0
3,"Employed",4.4,44,"Less than High School","Married","White",0,"male","Summer","Kentucky",0
3,"Employed",3.8,56,"Bachelor/Master's and above","Married","Black",0,"female","Summer","Texas",0
2,"Employed",3,28,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Missouri",0
1,"Not in the labor force",4.2,33,"Bachelor/Master's and above","Married","White",1,"female","Summer","Pennsylvania",0
3,"Employed",4.4,54,"High School Degree","Not Married","White",0,"male","Summer","Kentucky",1
2,"Employed",4,33,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Michigan",0
3,"Employed",3.5,49,"Bachelor/Master's and above","Married","Hispanic",0,"female","Summer","Tennessee",0
2,"Employed",3.5,39,"High School Degree","Not Married","White",0,"male","Summer","Indiana",1
4,"Employed",4.2,52,"Bachelor/Master's and above","Married","White",1,"male","Summer","California",1
2,"Employed",4,29,"Less than High School","Not Married","White",1,"female","Summer","Michigan",0
4,"Unemployed",3.9,49,"High School Degree","Married","White",1,"male","Summer","Wyoming",0
2,"Not in the labor force",4.5,37,"Less than High School","Not Married","Black",0,"male","Summer","Ohio",0
3,"Employed",4,32,"High School Degree","Not Married","Black",0,"male","Summer","Alabama",0
3,"Employed",3.6,55,"Bachelor/Master's and above","Married","Hispanic",0,"male","Summer","Arkansas",0
1,"Employed",4,49,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","New Jersey",0
4,"Employed",2.5,58,"Bachelor/Master's and above","Not Married","Asian",1,"female","Summer","Hawaii",1
3,"Employed",3.8,27,"Bachelor/Master's and above","Not Married","Black",0,"male","Summer","Texas",0
3,"Employed",3.5,46,"Bachelor/Master's and above","Married","White",1,"male","Summer","Florida",1
1,"Employed",4.2,39,"High School Degree","Not Married","Black",1,"male","Summer","Pennsylvania",0
3,"Unemployed",3.5,27,"High School Degree","Married","White",1,"female","Summer","Tennessee",0
4,"Employed",4.4,36,"Bachelor/Master's and above","Married","White",1,"male","Summer","Nevada",1
3,"Employed",3.8,57,"High School Degree","Married","Hispanic",0,"female","Summer","Texas",1
2,"Employed",3,33,"High School Degree","Not Married","White",0,"male","Summer","Wisconsin",1
3,"Employed",3.8,38,"Bachelor/Master's and above","Married","Black",0,"male","Summer","Texas",0
4,"Not in the labor force",4.2,54,"High School Degree","Not Married","White",0,"female","Summer","California",1
3,"Employed",5,31,"High School Degree","Married","White",1,"female","Summer","Louisiana",0
2,"Employed",3.5,60,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Indiana",1
4,"Employed",3.9,39,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Wyoming",1
1,"Employed",4,50,"Bachelor/Master's and above","Not Married","Asian",0,"female","Summer","New York",0
4,"Employed",4.2,31,"High School Degree","Not Married","Black",1,"female","Summer","California",0
3,"Not in the labor force",3.8,59,"High School Degree","Not Married","Black",0,"female","Summer","Texas",0
4,"Employed",4.7,47,"High School Degree","Married","Hispanic",1,"female","Summer","Arizona",1
3,"Not in the labor force",3.5,26,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","Florida",0
4,"Employed",3.9,41,"High School Degree","Not Married","White",0,"male","Summer","Oregon",0
3,"Not in the labor force",3.3,59,"Less than High School","Not Married","White",0,"male","Summer","South Carolina",0
2,"Employed",4.5,39,"Bachelor/Master's and above","Married","White",0,"male","Summer","Ohio",1
1,"Employed",4.2,57,"Bachelor/Master's and above","Married","White",0,"female","Summer","Pennsylvania",1
3,"Employed",4,59,"High School Degree","Married","White",1,"male","Summer","Alabama",0
1,"Employed",4,45,"Bachelor/Master's and above","Married","White",1,"female","Summer","New Jersey",0
3,"Employed",3.5,52,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Tennessee",1
1,"Employed",3.3,53,"Bachelor/Master's and above","Married","White",1,"female","Summer","Massachusetts",0
4,"Employed",4.2,48,"Less than High School","Married","Hispanic",1,"male","Summer","California",0
3,"Employed",4,27,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Alabama",0
4,"Unemployed",4.2,35,"Bachelor/Master's and above","Married","White",1,"female","Summer","California",1
2,"Employed",4.5,45,"High School Degree","Not Married","Hispanic",1,"female","Summer","Ohio",1
3,"Not in the labor force",5.2,47,"High School Degree","Not Married","White",0,"female","Summer","West Virginia",0
3,"Employed",3.8,42,"Bachelor/Master's and above","Married","Hispanic",0,"female","Summer","Texas",1
2,"Employed",4.5,35,"Bachelor/Master's and above","Married","White",1,"male","Summer","Ohio",1
2,"Employed",3,27,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Missouri",1
4,"Employed",4.2,48,"Bachelor/Master's and above","Married","White",1,"male","Summer","California",1
3,"Employed",3.8,38,"Bachelor/Master's and above","Married","White",1,"male","Summer","Texas",0
3,"Employed",3.8,54,"Bachelor/Master's and above","Married","White",0,"male","Summer","Texas",1
4,"Employed",3.9,50,"Bachelor/Master's and above","Not Married","White",1,"male","Summer","Oregon",0
3,"Employed",5,45,"Bachelor/Master's and above","Married","White",1,"male","Summer","Louisiana",0
3,"Employed",3.9,38,"Bachelor/Master's and above","Married","White",1,"female","Summer","North Carolina",0
3,"Employed",3.5,31,"Bachelor/Master's and above","Married","Hispanic",1,"female","Summer","Florida",0
4,"Not in the labor force",4.2,60,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","California",1
4,"Employed",4.2,36,"Bachelor/Master's and above","Not Married","Asian",1,"female","Summer","California",0
1,"Employed",2.5,48,"High School Degree","Not Married","White",1,"female","Summer","New Hampshire",1
1,"Employed",4.2,47,"Bachelor/Master's and above","Married","White",1,"female","Summer","Pennsylvania",1
2,"Employed",4.3,37,"High School Degree","Not Married","Hispanic",1,"male","Summer","Illinois",0
3,"Employed",3.3,59,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","South Carolina",1
2,"Employed",4,55,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Michigan",0
1,"Employed",4,39,"High School Degree","Married","White",1,"male","Summer","New York",0
4,"Employed",4.2,26,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","California",0
2,"Employed",4,43,"High School Degree","Married","White",1,"male","Summer","Michigan",1
4,"Employed",3.9,37,"Bachelor/Master's and above","Married","White",1,"male","Summer","Oregon",0
1,"Employed",4,33,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Summer","New York",0
3,"Employed",3.8,41,"Bachelor/Master's and above","Married","White",0,"female","Summer","Texas",0
3,"Employed",3.9,49,"Bachelor/Master's and above","Married","Asian",1,"male","Summer","Georgia",1
1,"Employed",4,53,"Bachelor/Master's and above","Married","Asian",1,"male","Summer","New Jersey",0
4,"Employed",3.6,44,"Bachelor/Master's and above","Married","White",1,"male","Summer","Montana",1
1,"Employed",3.3,25,"Bachelor/Master's and above","Not Married","Asian",0,"female","Summer","Massachusetts",1
3,"Not in the labor force",4.4,44,"High School Degree","Not Married","Black",0,"male","Summer","Kentucky",0
2,"Not in the labor force",4,33,"High School Degree","Not Married","White",1,"female","Summer","Michigan",0
2,"Employed",4,60,"Bachelor/Master's and above","Married","White",0,"male","Summer","Michigan",0
4,"Employed",3.2,53,"High School Degree","Not Married","White",0,"female","Summer","Colorado",1
3,"Employed",3.9,49,"Bachelor/Master's and above","Married","White",1,"female","Summer","North Carolina",1
3,"Employed",3.8,49,"Bachelor/Master's and above","Married","White",0,"female","Summer","Texas",1
4,"Employed",3.2,42,"High School Degree","Not Married","Black",0,"male","Summer","Colorado",0
1,"Employed",4,41,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","New York",0
4,"Employed",4.2,47,"Bachelor/Master's and above","Married","Black",0,"female","Summer","California",0
3,"Employed",3.9,44,"Bachelor/Master's and above","Married","White",1,"female","Summer","Georgia",0
4,"Employed",4.4,45,"Bachelor/Master's and above","Married","Asian",1,"female","Summer","Washington",0
4,"Employed",4.2,39,"Less than High School","Married","Hispanic",1,"female","Summer","California",1
2,"Employed",3,36,"Bachelor/Master's and above","Married","White",1,"male","Summer","Missouri",0
3,"Not in the labor force",3.9,59,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","North Carolina",1
4,"Employed",4.2,37,"Less than High School","Not Married","Hispanic",0,"male","Summer","California",0
3,"Employed",5.2,30,"Bachelor/Master's and above","Married","White",1,"female","Summer","West Virginia",0
3,"Employed",4.4,37,"High School Degree","Married","White",1,"female","Summer","Kentucky",1
4,"Employed",3.2,44,"Bachelor/Master's and above","Married","White",1,"female","Summer","Colorado",1
3,"Employed",3.9,54,"Bachelor/Master's and above","Married","White",0,"female","Summer","North Carolina",1
4,"Employed",4.2,37,"High School Degree","Married","Hispanic",1,"male","Summer","California",0
2,"Employed",4.3,43,"Bachelor/Master's and above","Married","White",1,"female","Summer","Illinois",1
2,"Employed",4,47,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Michigan",0
3,"Employed",3.8,60,"High School Degree","Married","White",0,"male","Summer","Texas",0
3,"Employed",3.8,40,"Less than High School","Not Married","White",1,"female","Summer","Texas",1
2,"Employed",3.2,28,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Kansas",1
3,"Not in the labor force",3.8,56,"High School Degree","Married","White",0,"female","Summer","Texas",0
3,"Employed",3.3,60,"Less than High School","Married","Black",0,"male","Summer","South Carolina",0
1,"Employed",3.3,36,"Bachelor/Master's and above","Not Married","Asian",0,"female","Summer","Massachusetts",0
2,"Employed",4,47,"High School Degree","Married","White",1,"female","Summer","Michigan",1
3,"Employed",3.9,26,"High School Degree","Not Married","White",0,"male","Summer","Georgia",1
2,"Employed",4.3,25,"High School Degree","Not Married","White",0,"female","Summer","Illinois",0
1,"Unemployed",4.2,40,"High School Degree","Married","White",1,"female","Summer","Pennsylvania",1
4,"Employed",3.1,60,"High School Degree","Married","White",1,"male","Summer","Utah",1
3,"Employed",3.5,51,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Florida",0
4,"Not in the labor force",3.9,47,"Bachelor/Master's and above","Married","White",1,"male","Summer","Oregon",0
2,"Employed",4.5,57,"High School Degree","Not Married","White",0,"female","Summer","Ohio",1
3,"Employed",5.2,48,"High School Degree","Married","White",0,"female","Summer","West Virginia",0
3,"Employed",3.9,42,"Bachelor/Master's and above","Married","Asian",1,"male","Summer","Maryland",1
3,"Employed",3.3,35,"Bachelor/Master's and above","Married","White",1,"male","Summer","South Carolina",0
3,"Unemployed",3.5,31,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","Florida",1
1,"Employed",4.2,39,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Pennsylvania",0
1,"Employed",4,52,"Bachelor/Master's and above","Not Married","Asian",0,"male","Summer","New York",1
4,"Employed",3.1,36,"Bachelor/Master's and above","Married","White",1,"male","Summer","Utah",1
2,"Not in the labor force",4,43,"Bachelor/Master's and above","Married","White",1,"male","Summer","Michigan",0
3,"Employed",3.9,40,"High School Degree","Not Married","Black",1,"female","Summer","Maryland",1
3,"Employed",3.8,31,"High School Degree","Married","Hispanic",0,"male","Summer","Texas",0
3,"Employed",3.3,58,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Oklahoma",1
4,"Not in the labor force",4.7,31,"Bachelor/Master's and above","Married","White",1,"female","Summer","Arizona",0
3,"Not in the labor force",3.5,51,"High School Degree","Married","White",1,"female","Summer","Florida",0
3,"Employed",4,50,"Bachelor/Master's and above","Married","White",1,"male","Summer","Alabama",1
3,"Employed",4.4,39,"High School Degree","Not Married","White",1,"male","Summer","Kentucky",0
2,"Employed",3.2,50,"Bachelor/Master's and above","Married","White",1,"male","Summer","Kansas",0
3,"Employed",3.9,32,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","North Carolina",0
4,"Not in the labor force",4.2,50,"High School Degree","Not Married","Black",1,"female","Summer","California",0
4,"Employed",4.7,60,"Less than High School","Married","Hispanic",0,"male","Summer","Arizona",0
1,"Not in the labor force",3.3,54,"High School Degree","Not Married","White",0,"female","Summer","Massachusetts",1
4,"Employed",4.4,43,"Bachelor/Master's and above","Married","Hispanic",1,"male","Summer","Nevada",0
3,"Employed",3,29,"High School Degree","Not Married","White",0,"female","Summer","Virginia",0
3,"Employed",4.7,50,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Mississippi",0
3,"Not in the labor force",3.3,48,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","South Carolina",0
1,"Not in the labor force",4,31,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","New York",0
3,"Employed",5,39,"Bachelor/Master's and above","Married","White",1,"male","Summer","Louisiana",1
4,"Employed",4.4,31,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Washington",0
2,"Not in the labor force",3.5,51,"High School Degree","Not Married","White",0,"female","Summer","Indiana",0
3,"Employed",3.5,29,"Bachelor/Master's and above","Married","White",1,"female","Summer","Tennessee",0
3,"Unemployed",3.8,29,"High School Degree","Married","White",1,"female","Summer","Texas",0
3,"Employed",3.9,58,"Bachelor/Master's and above","Married","White",0,"female","Summer","North Carolina",0
2,"Employed",3,49,"Bachelor/Master's and above","Married","White",1,"male","Summer","Wisconsin",1
2,"Employed",4.5,59,"Bachelor/Master's and above","Married","White",0,"female","Summer","Ohio",0
4,"Employed",4.2,51,"High School Degree","Married","Asian",1,"male","Summer","California",0
4,"Employed",4.2,26,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","California",0
3,"Employed",3.9,30,"Bachelor/Master's and above","Married","White",1,"male","Summer","North Carolina",0
4,"Employed",3.9,41,"High School Degree","Married","White",1,"male","Summer","Oregon",0
3,"Employed",3,40,"Bachelor/Master's and above","Married","White",1,"male","Summer","Virginia",0
2,"Employed",2.8,59,"Bachelor/Master's and above","Married","White",0,"female","Summer","Minnesota",1
3,"Employed",3.9,39,"Bachelor/Master's and above","Married","White",1,"female","Summer","North Carolina",0
3,"Employed",3,55,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Virginia",0
1,"Employed",4,40,"High School Degree","Not Married","Black",1,"female","Summer","New York",0
4,"Employed",4.4,35,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Washington",1
2,"Not in the labor force",3,39,"High School Degree","Not Married","White",0,"female","Summer","Wisconsin",0
3,"Not in the labor force",3.3,59,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","South Carolina",0
3,"Not in the labor force",5.2,50,"High School Degree","Married","White",1,"male","Summer","West Virginia",0
1,"Employed",3.3,32,"Bachelor/Master's and above","Married","White",1,"female","Summer","Massachusetts",0
3,"Not in the labor force",3,29,"High School Degree","Married","Asian",1,"female","Summer","Virginia",0
4,"Employed",4.2,28,"Bachelor/Master's and above","Not Married","Asian",0,"female","Summer","California",1
2,"Employed",4.5,59,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Ohio",0
4,"Employed",4.2,54,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","California",1
1,"Employed",4,41,"High School Degree","Married","White",0,"female","Summer","New York",0
4,"Employed",4.7,43,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Arizona",0
2,"Employed",3,38,"Bachelor/Master's and above","Married","White",1,"male","Summer","Missouri",0
2,"Employed",2.8,57,"High School Degree","Married","White",0,"female","Summer","Minnesota",0
3,"Employed",5,34,"Bachelor/Master's and above","Married","White",1,"female","Summer","Louisiana",0
4,"Employed",3.9,54,"High School Degree","Not Married","White",0,"male","Summer","Oregon",0
1,"Not in the labor force",3.3,38,"High School Degree","Not Married","Hispanic",1,"female","Summer","Massachusetts",0
3,"Not in the labor force",5,60,"High School Degree","Married","Black",0,"male","Summer","Louisiana",1
1,"Employed",4,34,"High School Degree","Not Married","Black",0,"female","Summer","New York",1
3,"Employed",3.9,39,"Bachelor/Master's and above","Not Married","Hispanic",0,"female","Summer","Georgia",1
3,"Not in the labor force",3.9,57,"Bachelor/Master's and above","Married","White",0,"female","Summer","Georgia",0
4,"Employed",4.2,58,"High School Degree","Not Married","Black",0,"male","Summer","California",1
2,"Employed",4.3,60,"Less than High School","Not Married","White",0,"male","Summer","Illinois",0
4,"Employed",4.7,40,"Bachelor/Master's and above","Not Married","White",1,"male","Summer","Arizona",0
3,"Employed",3.9,58,"High School Degree","Not Married","Black",0,"female","Summer","North Carolina",0
1,"Employed",4.2,36,"Bachelor/Master's and above","Married","White",1,"male","Summer","Pennsylvania",0
3,"Not in the labor force",3.8,33,"Less than High School","Not Married","White",1,"male","Summer","Texas",1
1,"Employed",4,59,"Bachelor/Master's and above","Married","White",1,"male","Summer","New Jersey",1
4,"Employed",4.2,37,"Bachelor/Master's and above","Married","White",0,"female","Summer","California",1
4,"Employed",3.9,27,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Oregon",0
3,"Employed",4.4,41,"Bachelor/Master's and above","Married","White",1,"male","Summer","Kentucky",0
2,"Employed",3.2,57,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Kansas",1
2,"Not in the labor force",3.5,59,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Indiana",1
4,"Not in the labor force",3.9,38,"Bachelor/Master's and above","Married","White",1,"female","Summer","Oregon",0
3,"Employed",3.8,59,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Texas",0
1,"Employed",4.2,35,"Bachelor/Master's and above","Not Married","Hispanic",0,"male","Summer","Pennsylvania",0
3,"Employed",3.8,57,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Texas",0
1,"Employed",4,52,"Bachelor/Master's and above","Married","White",0,"male","Summer","New York",0
3,"Employed",3,42,"Bachelor/Master's and above","Married","White",1,"female","Summer","Virginia",0
1,"Employed",4,37,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","New Jersey",0
2,"Employed",4.5,35,"Bachelor/Master's and above","Married","White",1,"male","Summer","Ohio",0
3,"Employed",3.9,29,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Maryland",1
4,"Employed",4.2,35,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","California",0
3,"Employed",3.6,51,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Arkansas",0
1,"Employed",4.2,38,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Pennsylvania",1
4,"Employed",3.2,26,"High School Degree","Not Married","White",0,"female","Summer","Colorado",0
3,"Employed",3.6,56,"High School Degree","Not Married","Black",0,"male","Summer","Arkansas",0
3,"Employed",3,46,"Bachelor/Master's and above","Married","White",1,"male","Summer","Virginia",1
2,"Employed",3.5,37,"Bachelor/Master's and above","Married","White",1,"female","Summer","Indiana",1
3,"Not in the labor force",3.5,51,"High School Degree","Married","Hispanic",1,"female","Summer","Tennessee",0
3,"Employed",3.5,49,"High School Degree","Married","White",0,"male","Summer","Florida",0
4,"Not in the labor force",4.4,54,"Bachelor/Master's and above","Married","White",0,"female","Summer","Nevada",0
3,"Employed",3.9,32,"Bachelor/Master's and above","Married","White",1,"female","Summer","Georgia",0
2,"Employed",2.8,44,"High School Degree","Married","Black",0,"male","Summer","Minnesota",1
4,"Employed",4.7,57,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","Arizona",1
4,"Employed",4.2,49,"Bachelor/Master's and above","Married","White",1,"male","Summer","California",0
3,"Not in the labor force",3.9,56,"High School Degree","Married","White",0,"female","Summer","North Carolina",1
2,"Employed",3.2,27,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Kansas",1
2,"Employed",4.3,41,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Illinois",0
2,"Not in the labor force",3.2,45,"Bachelor/Master's and above","Married","White",1,"female","Summer","Kansas",1
3,"Employed",3.9,56,"Bachelor/Master's and above","Married","Hispanic",1,"male","Summer","Maryland",0
2,"Employed",3.2,43,"Bachelor/Master's and above","Married","White",1,"female","Summer","Kansas",0
3,"Employed",3.8,30,"Bachelor/Master's and above","Married","Black",0,"female","Summer","Texas",1
2,"Not in the labor force",4,37,"High School Degree","Not Married","Black",0,"male","Summer","Michigan",0
3,"Employed",3.9,40,"Bachelor/Master's and above","Married","White",1,"female","Summer","Georgia",1
3,"Employed",3.8,55,"Bachelor/Master's and above","Married","White",1,"female","Summer","Texas",0
2,"Employed",3.2,34,"Less than High School","Not Married","Hispanic",0,"male","Summer","Kansas",0
2,"Employed",3,56,"High School Degree","Married","White",0,"male","Summer","Wisconsin",0
4,"Employed",3.2,38,"High School Degree","Not Married","Hispanic",0,"male","Summer","Colorado",0
1,"Employed",3.9,51,"Bachelor/Master's and above","Married","Asian",1,"male","Summer","New Jersey",1
4,"Employed",3.2,45,"Bachelor/Master's and above","Married","White",1,"male","Summer","Colorado",0
2,"Employed",2.8,30,"Less than High School","Married","Hispanic",1,"female","Summer","Minnesota",0
4,"Not in the labor force",4.8,57,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","New Mexico",0
3,"Employed",3.6,44,"High School Degree","Married","White",0,"male","Summer","Arkansas",1
2,"Employed",3.5,27,"Bachelor/Master's and above","Married","White",1,"male","Summer","Indiana",1
3,"Employed",3.8,60,"High School Degree","Not Married","Black",0,"male","Summer","Georgia",0
2,"Employed",4.3,43,"Bachelor/Master's and above","Married","White",1,"female","Summer","Illinois",0
3,"Employed",3.9,33,"High School Degree","Married","Hispanic",1,"male","Summer","North Carolina",0
1,"Employed",3.8,34,"Bachelor/Master's and above","Married","White",1,"male","Summer","Rhode Island",1
4,"Employed",4.2,50,"High School Degree","Married","Hispanic",0,"male","Summer","California",1
2,"Employed",3.9,32,"High School Degree","Not Married","White",0,"female","Summer","Michigan",0
3,"Employed",3.8,37,"Bachelor/Master's and above","Married","White",1,"male","Summer","Georgia",0
4,"Employed",4.2,46,"High School Degree","Married","White",0,"female","Summer","California",1
3,"Employed",3.9,53,"High School Degree","Married","Black",1,"male","Summer","Maryland",1
1,"Employed",3.3,30,"High School Degree","Not Married","White",0,"male","Summer","Massachusetts",1
4,"Employed",4.8,30,"Bachelor/Master's and above","Married","Hispanic",1,"male","Summer","New Mexico",1
3,"Employed",3.4,38,"Bachelor/Master's and above","Married","White",0,"male","Summer","Florida",0
2,"Employed",2.9,44,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Nebraska",0
2,"Employed",4.3,39,"Bachelor/Master's and above","Married","White",1,"female","Summer","Illinois",0
1,"Employed",3.3,58,"High School Degree","Married","Hispanic",0,"female","Summer","Massachusetts",1
1,"Not in the labor force",3.9,54,"Less than High School","Not Married","Hispanic",0,"female","Summer","New York",1
3,"Employed",5.6,38,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","District of Columbia",1
4,"Employed",4.2,58,"Bachelor/Master's and above","Married","Hispanic",0,"female","Summer","California",1
3,"Employed",4.7,43,"Less than High School","Not Married","Black",1,"female","Summer","Mississippi",0
1,"Employed",3.9,34,"High School Degree","Married","White",1,"male","Summer","New York",0
2,"Employed",4.4,25,"High School Degree","Not Married","Black",0,"male","Summer","Ohio",1
3,"Employed",3.7,37,"Bachelor/Master's and above","Married","White",1,"female","Summer","Texas",0
3,"Employed",3.2,46,"High School Degree","Married","White",0,"female","Summer","Oklahoma",0
2,"Employed",3,43,"Bachelor/Master's and above","Married","White",1,"male","Summer","Missouri",0
4,"Not in the labor force",4.2,37,"High School Degree","Not Married","Black",1,"female","Summer","California",0
1,"Employed",4.2,60,"Bachelor/Master's and above","Not Married","White",1,"female","Summer","Pennsylvania",0
3,"Employed",3.7,44,"Bachelor/Master's and above","Married","White",1,"female","Summer","Texas",0
1,"Not in the labor force",4.2,36,"High School Degree","Not Married","White",1,"female","Summer","Pennsylvania",1
2,"Employed",3.9,47,"High School Degree","Not Married","White",0,"female","Summer","Michigan",1
3,"Employed",3.6,47,"Bachelor/Master's and above","Married","White",0,"male","Summer","Arkansas",0
2,"Not in the labor force",2.5,46,"Bachelor/Master's and above","Married","White",1,"female","Summer","Iowa",0
2,"Employed",2.6,56,"High School Degree","Not Married","Hispanic",0,"male","Summer","North Dakota",0
2,"Employed",2.5,35,"Bachelor/Master's and above","Married","Hispanic",1,"male","Summer","Iowa",1
1,"Employed",4.2,29,"Bachelor/Master's and above","Married","Asian",0,"female","Summer","Pennsylvania",1
3,"Employed",3.5,54,"Bachelor/Master's and above","Married","White",0,"male","Summer","Tennessee",1
1,"Employed",4.2,56,"Bachelor/Master's and above","Married","White",0,"female","Summer","Pennsylvania",1
2,"Employed",4.3,26,"High School Degree","Not Married","White",1,"female","Summer","Illinois",0
4,"Employed",4.7,45,"Bachelor/Master's and above","Married","White",0,"male","Summer","Arizona",0
3,"Employed",3.7,30,"High School Degree","Married","Hispanic",1,"female","Summer","Texas",0
4,"Employed",4.2,29,"Less than High School","Not Married","Hispanic",1,"male","Summer","California",0
3,"Employed",3.5,42,"Bachelor/Master's and above","Married","Asian",1,"male","Summer","Tennessee",0
1,"Employed",4.2,33,"High School Degree","Married","White",1,"male","Summer","Pennsylvania",1
3,"Employed",3.7,44,"Less than High School","Married","Hispanic",1,"male","Summer","Texas",0
2,"Employed",4.4,37,"Bachelor/Master's and above","Married","White",1,"male","Summer","Ohio",1
2,"Employed",3.9,36,"Bachelor/Master's and above","Married","White",1,"male","Summer","Michigan",0
2,"Not in the labor force",4.3,60,"High School Degree","Not Married","Hispanic",0,"male","Summer","Illinois",1
3,"Employed",2.9,32,"Bachelor/Master's and above","Married","White",1,"male","Summer","Virginia",0
3,"Employed",2.9,33,"High School Degree","Not Married","Black",0,"male","Summer","Virginia",0
3,"Not in the labor force",3.4,58,"Bachelor/Master's and above","Married","Hispanic",0,"male","Summer","Florida",1
3,"Employed",3.9,59,"High School Degree","Married","White",0,"female","Summer","Alabama",1
3,"Employed",2.9,49,"Bachelor/Master's and above","Married","White",1,"female","Summer","Virginia",1
4,"Employed",4.4,46,"Bachelor/Master's and above","Married","White",1,"female","Summer","Washington",0
1,"Employed",3.9,53,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","New York",1
1,"Employed",3.9,44,"Bachelor/Master's and above","Married","White",1,"female","Summer","New Jersey",0
3,"Employed",3.9,37,"Bachelor/Master's and above","Not Married","Black",1,"female","Summer","Maryland",0
2,"Employed",3,52,"High School Degree","Married","White",1,"female","Summer","Missouri",0
1,"Employed",3.9,42,"Bachelor/Master's and above","Married","White",1,"female","Summer","New York",0
3,"Employed",3.7,42,"Bachelor/Master's and above","Married","White",1,"female","Summer","Texas",1
3,"Employed",3.9,27,"High School Degree","Not Married","Black",0,"male","Summer","North Carolina",0
3,"Employed",3.3,54,"Bachelor/Master's and above","Not Married","White",0,"female","Summer","South Carolina",0
3,"Employed",3.8,53,"High School Degree","Not Married","White",1,"female","Summer","Georgia",0
1,"Employed",3.9,57,"High School Degree","Married","White",0,"female","Summer","New York",0
1,"Employed",3.9,47,"High School Degree","Not Married","Hispanic",0,"female","Summer","New Jersey",0
2,"Employed",4.3,25,"High School Degree","Not Married","White",1,"male","Summer","Illinois",0
3,"Employed",4.4,28,"Bachelor/Master's and above","Not Married","White",0,"male","Summer","Kentucky",0
1,"Employed",3.9,54,"Bachelor/Master's and above","Married","White",1,"female","Summer","New York",1
